input	group	bin_idx_orig	bin_name	modeled_in_input	in_modeled_union	signal
scOpen	pos	522864	chr12:5022000-5023000	0	1	0
scOpen	pos	522926	chr12:5084000-5085000	0	1	0
scOpen	pos	523587	chr12:5745000-5746000	0	1	0
scOpen	pos	523638	chr12:5796000-5797000	0	0	0
scOpen	pos	523807	chr12:5965000-5966000	0	1	0
scOpen	pos	523808	chr12:5966000-5967000	1	1	11729.2
scOpen	pos	523830	chr12:5988000-5989000	1	1	11773.1
scOpen	pos	523880	chr12:6038000-6039000	0	0	0
scOpen	pos	523905	chr12:6063000-6064000	1	1	12387.2
scOpen	pos	524037	chr12:6195000-6196000	0	1	0
scOpen	pos	524038	chr12:6196000-6197000	1	1	24971.2
scOpen	pos	524127	chr12:6285000-6286000	0	0	0
scOpen	pos	524307	chr12:6465000-6466000	1	1	23034.3
scOpen	pos	524379	chr12:6537000-6538000	1	1	37404.6
scOpen	pos	524380	chr12:6538000-6539000	1	1	28254
scOpen	pos	524405	chr12:6563000-6564000	0	1	0
scOpen	pos	524539	chr12:6697000-6698000	0	1	0
scOpen	pos	524540	chr12:6698000-6699000	1	1	11125.1
scOpen	pos	524595	chr12:6753000-6754000	1	1	66923.2
scOpen	pos	524608	chr12:6766000-6767000	1	1	33194.8
scOpen	pos	524609	chr12:6767000-6768000	1	1	40184.7
scOpen	pos	524620	chr12:6778000-6779000	1	1	45040.7
scOpen	pos	524621	chr12:6779000-6780000	0	0	0
scOpen	pos	524667	chr12:6825000-6826000	1	1	22423.6
scOpen	pos	524677	chr12:6835000-6836000	1	1	11408.4
scOpen	pos	524678	chr12:6836000-6837000	1	1	50053.6
scOpen	pos	524711	chr12:6869000-6870000	0	1	0
scOpen	pos	524714	chr12:6872000-6873000	1	1	52241.6
scOpen	pos	524766	chr12:6924000-6925000	1	1	19521.5
scOpen	pos	524804	chr12:6962000-6963000	1	1	22087
scOpen	pos	524860	chr12:7018000-7019000	1	1	103063
scOpen	pos	524861	chr12:7019000-7020000	1	1	25148.8
scOpen	pos	524951	chr12:7109000-7110000	1	1	25906
scOpen	pos	524955	chr12:7113000-7114000	0	1	0
scOpen	pos	524984	chr12:7142000-7143000	1	1	10917.9
scOpen	pos	525061	chr12:7219000-7220000	0	1	0
scOpen	pos	525302	chr12:7460000-7461000	0	0	0
scOpen	pos	525648	chr12:7806000-7807000	1	1	10143.1
scOpen	pos	525649	chr12:7807000-7808000	1	1	27506.3
scOpen	pos	525701	chr12:7859000-7860000	0	1	0
scOpen	pos	525702	chr12:7860000-7861000	0	0	0
scOpen	pos	525888	chr12:8046000-8047000	0	1	0
scOpen	pos	525950	chr12:8108000-8109000	0	1	0
scOpen	pos	525951	chr12:8109000-8110000	0	1	0
scOpen	pos	526079	chr12:8237000-8238000	1	1	28296.2
scOpen	pos	526232	chr12:8390000-8391000	1	1	16276.8
scOpen	pos	526451	chr12:8609000-8610000	0	1	0
scOpen	pos	526524	chr12:8682000-8683000	1	1	23215.7
scOpen	pos	527173	chr12:9331000-9332000	0	1	0
scOpen	pos	527585	chr12:9743000-9744000	0	1	0
scOpen	pos	527592	chr12:9750000-9751000	1	1	25214.3
scOpen	pos	527593	chr12:9751000-9752000	1	1	17495.5
scOpen	pos	527656	chr12:9814000-9815000	0	0	0
scOpen	pos	527851	chr12:10009000-10010000	1	1	15236.4
scOpen	pos	527852	chr12:10010000-10011000	0	1	0
scOpen	pos	528032	chr12:10190000-10191000	0	0	0
scOpen	pos	528033	chr12:10191000-10192000	1	1	13690.7
scOpen	pos	528077	chr12:10235000-10236000	1	1	18633.4
scOpen	pos	528078	chr12:10236000-10237000	0	1	0
scOpen	pos	528173	chr12:10331000-10332000	0	1	0
scOpen	pos	528516	chr12:10674000-10675000	1	1	28027.4
scOpen	pos	528592	chr12:10750000-10751000	0	0	0
scOpen	pos	529070	chr12:11228000-11229000	0	1	0
scOpen	pos	529878	chr12:12036000-12037000	1	1	17625.1
scOpen	pos	530176	chr12:12334000-12335000	0	1	0
scOpen	pos	530406	chr12:12564000-12565000	1	1	12068.4
scOpen	pos	530497	chr12:12655000-12656000	0	0	0
scOpen	pos	530498	chr12:12656000-12657000	0	1	0
scOpen	pos	530546	chr12:12704000-12705000	1	1	11239.8
scOpen	pos	530655	chr12:12813000-12814000	1	1	38169
scOpen	pos	530758	chr12:12916000-12917000	1	1	12674.7
scOpen	pos	530828	chr12:12986000-12987000	0	0	0
scOpen	pos	530940	chr12:13098000-13099000	1	1	31394.7
scOpen	pos	531054	chr12:13212000-13213000	0	0	0
scOpen	pos	531097	chr12:13255000-13256000	1	1	28007
scOpen	pos	531098	chr12:13256000-13257000	1	1	20982.5
scOpen	pos	531120	chr12:13278000-13279000	0	1	0
scOpen	pos	531204	chr12:13362000-13363000	0	1	0
scOpen	pos	531376	chr12:13534000-13535000	0	1	0
scOpen	pos	531377	chr12:13535000-13536000	0	0	0
scOpen	pos	531503	chr12:13661000-13662000	0	1	0
scOpen	pos	531706	chr12:13864000-13865000	1	1	34053.2
scOpen	pos	531804	chr12:13962000-13963000	0	0	0
scOpen	pos	531824	chr12:13982000-13983000	0	0	0
scOpen	pos	532098	chr12:14256000-14257000	0	0	0
scOpen	pos	532472	chr12:14630000-14631000	1	1	26554.3
scOpen	pos	532611	chr12:14769000-14770000	0	1	0
scOpen	pos	532612	chr12:14770000-14771000	1	1	58801.7
scOpen	pos	533063	chr12:15221000-15222000	1	1	15653.7
scOpen	pos	533110	chr12:15268000-15269000	0	1	0
scOpen	pos	533111	chr12:15269000-15270000	0	1	0
scOpen	pos	533821	chr12:15979000-15980000	1	1	12764.4
scOpen	pos	534201	chr12:16359000-16360000	1	1	5110.73
scOpen	pos	534202	chr12:16360000-16361000	0	0	0
scOpen	pos	535484	chr12:17642000-17643000	0	1	0
scOpen	pos	536272	chr12:18430000-18431000	0	1	0
scOpen	pos	537414	chr12:19572000-19573000	0	1	0
scOpen	pos	537415	chr12:19573000-19574000	0	1	0
scOpen	pos	539138	chr12:21296000-21297000	1	1	12451
scOpen	pos	539139	chr12:21297000-21298000	0	1	0
scOpen	pos	540897	chr12:23055000-23056000	1	1	12437.1
scOpen	pos	541047	chr12:23205000-23206000	0	1	0
scOpen	pos	542802	chr12:24960000-24961000	0	1	0
scOpen	pos	543939	chr12:26097000-26098000	1	1	12259.8
scOpen	pos	544276	chr12:26434000-26435000	0	1	0
scOpen	pos	544456	chr12:26614000-26615000	0	0	0
scOpen	pos	544493	chr12:26651000-26652000	1	1	10445.9
scOpen	pos	544726	chr12:26884000-26885000	1	1	24672.6
scOpen	pos	544727	chr12:26885000-26886000	0	0	0
scOpen	pos	544984	chr12:27142000-27143000	0	0	0
scOpen	pos	545226	chr12:27384000-27385000	1	1	13776.9
scOpen	pos	545545	chr12:27703000-27704000	1	1	13014.5
scOpen	pos	545546	chr12:27704000-27705000	0	1	0
scOpen	pos	545575	chr12:27733000-27734000	0	1	0
scOpen	pos	546714	chr12:28872000-28873000	0	1	0
scOpen	pos	547159	chr12:29317000-29318000	1	1	48183
scOpen	pos	547160	chr12:29318000-29319000	0	0	0
scOpen	pos	547394	chr12:29552000-29553000	0	1	0
scOpen	pos	547731	chr12:29889000-29890000	0	0	0
scOpen	pos	547732	chr12:29890000-29891000	0	0	0
scOpen	pos	548282	chr12:30440000-30441000	0	1	0
scOpen	pos	548283	chr12:30441000-30442000	0	1	0
scOpen	pos	548827	chr12:30985000-30986000	1	1	20428.4
scOpen	pos	548828	chr12:30986000-30987000	0	0	0
scOpen	pos	548959	chr12:31117000-31118000	0	1	0
scOpen	pos	549080	chr12:31238000-31239000	0	0	0
scOpen	pos	549081	chr12:31239000-31240000	0	0	0
scOpen	pos	549113	chr12:31271000-31272000	0	1	0
scOpen	pos	549114	chr12:31272000-31273000	0	1	0
scOpen	pos	549245	chr12:31403000-31404000	0	1	0
scOpen	pos	549478	chr12:31636000-31637000	1	1	10325.1
scOpen	pos	549479	chr12:31637000-31638000	0	1	0
scOpen	pos	549524	chr12:31682000-31683000	1	1	30031.3
scOpen	pos	550144	chr12:32302000-32303000	0	1	0
scOpen	pos	550596	chr12:32754000-32755000	1	1	13737.8
scOpen	pos	550597	chr12:32755000-32756000	0	1	0
scOpen	pos	550598	chr12:32756000-32757000	1	1	10968.2
scOpen	pos	551965	chr12:34123000-34124000	0	0	0
scOpen	pos	552060	chr12:34218000-34219000	0	1	0
scOpen	pos	555980	chr12:38138000-38139000	1	1	12761
scOpen	pos	555981	chr12:38139000-38140000	1	1	11575
scOpen	pos	556748	chr12:38906000-38907000	1	1	75423.5
scOpen	pos	556749	chr12:38907000-38908000	1	1	6472.84
scOpen	pos	557285	chr12:39443000-39444000	1	1	61021.4
scOpen	pos	557649	chr12:39807000-39808000	0	1	0
scOpen	pos	557832	chr12:39990000-39991000	0	1	0
scOpen	pos	557853	chr12:40011000-40012000	1	1	10155.4
scOpen	pos	557949	chr12:40107000-40108000	0	1	0
scOpen	pos	558288	chr12:40446000-40447000	0	1	0
scOpen	pos	558464	chr12:40622000-40623000	0	1	0
scOpen	pos	560324	chr12:42482000-42483000	1	1	28622.3
scOpen	pos	560325	chr12:42483000-42484000	1	1	88786.7
scOpen	pos	561518	chr12:43676000-43677000	1	1	12181.9
scOpen	pos	561724	chr12:43882000-43883000	0	1	0
scOpen	pos	561842	chr12:44000000-44001000	1	1	20118.6
scOpen	pos	562790	chr12:44948000-44949000	0	1	0
scOpen	pos	562791	chr12:44949000-44950000	0	0	0
scOpen	pos	562814	chr12:44972000-44973000	1	1	13829
scOpen	pos	562815	chr12:44973000-44974000	0	0	0
scOpen	pos	563012	chr12:45170000-45171000	0	1	0
scOpen	pos	563385	chr12:45543000-45544000	0	1	0
scOpen	pos	563386	chr12:45544000-45545000	0	0	0
scOpen	pos	563570	chr12:45728000-45729000	1	1	95267.6
scOpen	pos	563571	chr12:45729000-45730000	1	1	34469.6
scOpen	pos	563832	chr12:45990000-45991000	1	1	79374.5
scOpen	pos	563833	chr12:45991000-45992000	1	1	47447.8
scOpen	pos	563914	chr12:46072000-46073000	1	1	13273.7
scOpen	pos	563967	chr12:46125000-46126000	0	0	0
scOpen	pos	564825	chr12:46983000-46984000	0	0	0
scOpen	pos	564826	chr12:46984000-46985000	0	0	0
scOpen	pos	565557	chr12:47715000-47716000	1	1	26303.3
scOpen	pos	565559	chr12:47717000-47718000	1	1	16050.9
scOpen	pos	565584	chr12:47742000-47743000	1	1	24007.9
scOpen	pos	565586	chr12:47744000-47745000	1	1	14093.4
scOpen	pos	565601	chr12:47759000-47760000	1	1	12935.7
scOpen	pos	565621	chr12:47779000-47780000	1	1	12706.8
scOpen	pos	565679	chr12:47837000-47838000	1	1	22963.5
scOpen	pos	565712	chr12:47870000-47871000	1	1	10413.4
scOpen	pos	565791	chr12:47949000-47950000	1	1	24605
scOpen	pos	565805	chr12:47963000-47964000	1	1	11354.4
scOpen	pos	566384	chr12:48542000-48543000	0	1	0
scOpen	pos	566460	chr12:48618000-48619000	1	1	30996
scOpen	pos	566656	chr12:48814000-48815000	1	1	107776
scOpen	pos	566732	chr12:48890000-48891000	1	1	53211.1
scOpen	pos	566733	chr12:48891000-48892000	0	0	0
scOpen	pos	566745	chr12:48903000-48904000	1	1	25311.2
scOpen	pos	566746	chr12:48904000-48905000	1	1	13217
scOpen	pos	566778	chr12:48936000-48937000	1	1	26042.5
scOpen	pos	566819	chr12:48977000-48978000	1	1	48696
scOpen	pos	566820	chr12:48978000-48979000	1	1	30363.8
scOpen	pos	566830	chr12:48988000-48989000	1	1	11905.2
scOpen	pos	566885	chr12:49043000-49044000	1	1	28741.1
scOpen	pos	566886	chr12:49044000-49045000	0	1	0
scOpen	pos	566930	chr12:49088000-49089000	1	1	78315.8
scOpen	pos	566940	chr12:49098000-49099000	1	1	24731.8
scOpen	pos	566963	chr12:49121000-49122000	1	1	12451
scOpen	pos	567076	chr12:49234000-49235000	1	1	67176.3
scOpen	pos	567077	chr12:49235000-49236000	1	1	49645
scOpen	pos	567130	chr12:49288000-49289000	0	1	0
scOpen	pos	567138	chr12:49296000-49297000	0	1	0
scOpen	pos	567179	chr12:49337000-49338000	1	1	49558
scOpen	pos	567184	chr12:49342000-49343000	1	1	93694.7
scOpen	pos	567422	chr12:49580000-49581000	0	1	0
scOpen	pos	567618	chr12:49776000-49777000	0	0	0
scOpen	pos	567620	chr12:49778000-49779000	1	1	42866
scOpen	pos	567709	chr12:49867000-49868000	1	1	15839.3
scOpen	pos	567787	chr12:49945000-49946000	1	1	26534.9
scOpen	pos	567809	chr12:49967000-49968000	1	1	53447.4
scOpen	pos	567881	chr12:50039000-50040000	1	1	33403.7
scOpen	pos	567898	chr12:50056000-50057000	1	1	15121.6
scOpen	pos	567917	chr12:50075000-50076000	1	1	79790
scOpen	pos	568156	chr12:50314000-50315000	1	1	16870.1
scOpen	pos	568157	chr12:50315000-50316000	0	1	0
scOpen	pos	568346	chr12:50504000-50505000	1	1	19339.4
scOpen	pos	568347	chr12:50505000-50506000	1	1	6903.92
scOpen	pos	568576	chr12:50734000-50735000	1	1	12639.5
scOpen	pos	568577	chr12:50735000-50736000	1	1	32731.9
scOpen	pos	568889	chr12:51047000-51048000	1	1	40422.3
scOpen	pos	568890	chr12:51048000-51049000	1	1	36420.7
scOpen	pos	569183	chr12:51341000-51342000	1	1	28581.1
scOpen	pos	569193	chr12:51351000-51352000	1	1	19654.5
scOpen	pos	569194	chr12:51352000-51353000	1	1	33977.4
scOpen	pos	569266	chr12:51424000-51425000	0	1	0
scOpen	pos	569267	chr12:51425000-51426000	1	1	15026.3
scOpen	pos	569373	chr12:51531000-51532000	0	1	0
scOpen	pos	569374	chr12:51532000-51533000	0	0	0
scOpen	pos	569432	chr12:51590000-51591000	1	1	41045.5
scOpen	pos	569433	chr12:51591000-51592000	1	1	49795.7
scOpen	pos	569520	chr12:51678000-51679000	0	1	0
scOpen	pos	569656	chr12:51814000-51815000	0	1	0
scOpen	pos	569717	chr12:51875000-51876000	0	1	0
scOpen	pos	569765	chr12:51923000-51924000	1	1	12774.4
scOpen	pos	569812	chr12:51970000-51971000	1	1	13836.6
scOpen	pos	569813	chr12:51971000-51972000	0	0	0
scOpen	pos	569822	chr12:51980000-51981000	0	1	0
scOpen	pos	569835	chr12:51993000-51994000	0	1	0
scOpen	pos	569862	chr12:52020000-52021000	1	1	23688.6
scOpen	pos	569863	chr12:52021000-52022000	0	1	0
scOpen	pos	569865	chr12:52023000-52024000	1	1	38003.9
scOpen	pos	569911	chr12:52069000-52070000	1	1	83335.1
scOpen	pos	569925	chr12:52083000-52084000	1	1	25384.3
scOpen	pos	569961	chr12:52119000-52120000	1	1	7451.13
scOpen	pos	569962	chr12:52120000-52121000	0	0	0
scOpen	pos	569963	chr12:52121000-52122000	1	1	14105.3
scOpen	pos	569964	chr12:52122000-52123000	1	1	11462.1
scOpen	pos	569981	chr12:52139000-52140000	0	1	0
scOpen	pos	569998	chr12:52156000-52157000	0	1	0
scOpen	pos	569999	chr12:52157000-52158000	1	1	18967.6
scOpen	pos	570055	chr12:52213000-52214000	0	0	0
scOpen	pos	570120	chr12:52278000-52279000	1	1	22267.5
scOpen	pos	570121	chr12:52279000-52280000	1	1	11887.3
scOpen	pos	570169	chr12:52327000-52328000	1	1	53115.6
scOpen	pos	570232	chr12:52390000-52391000	1	1	15617.7
scOpen	pos	570233	chr12:52391000-52392000	1	1	14460.9
scOpen	pos	570707	chr12:52865000-52866000	1	1	16236.9
scOpen	pos	570712	chr12:52870000-52871000	1	1	13487
scOpen	pos	570721	chr12:52879000-52880000	1	1	20965.2
scOpen	pos	570722	chr12:52880000-52881000	1	1	20118.4
scOpen	pos	570726	chr12:52884000-52885000	1	1	21160.2
scOpen	pos	570727	chr12:52885000-52886000	1	1	11956.6
scOpen	pos	570941	chr12:53099000-53100000	0	0	0
scOpen	pos	571001	chr12:53159000-53160000	1	1	39546.8
scOpen	pos	571032	chr12:53190000-53191000	0	0	0
scOpen	pos	571055	chr12:53213000-53214000	1	1	16069.2
scOpen	pos	571129	chr12:53287000-53288000	1	1	11424.9
scOpen	pos	571130	chr12:53288000-53289000	0	1	0
scOpen	pos	571163	chr12:53321000-53322000	1	1	103031
scOpen	pos	571187	chr12:53345000-53346000	1	1	49918.3
scOpen	pos	571194	chr12:53352000-53353000	1	1	21521.9
scOpen	pos	571293	chr12:53451000-53452000	1	1	83846.3
scOpen	pos	571294	chr12:53452000-53453000	1	1	66748.4
scOpen	pos	571350	chr12:53508000-53509000	1	1	29247.4
scOpen	pos	571385	chr12:53543000-53544000	1	1	42903.4
scOpen	pos	571588	chr12:53746000-53747000	1	1	74724.1
scOpen	pos	571599	chr12:53757000-53758000	1	1	40251.9
scOpen	pos	571633	chr12:53791000-53792000	0	1	0
scOpen	pos	571634	chr12:53792000-53793000	1	1	13190.5
scOpen	pos	571826	chr12:53984000-53985000	1	1	44536.7
scOpen	pos	571827	chr12:53985000-53986000	1	1	27750.9
scOpen	pos	571831	chr12:53989000-53990000	1	1	19824.7
scOpen	pos	571847	chr12:54005000-54006000	0	1	0
scOpen	pos	571848	chr12:54006000-54007000	1	1	61965.6
scOpen	pos	571874	chr12:54032000-54033000	1	1	52689.9
scOpen	pos	571875	chr12:54033000-54034000	1	1	48178.7
scOpen	pos	572033	chr12:54191000-54192000	1	1	33734.4
scOpen	pos	572043	chr12:54201000-54202000	1	1	38065.3
scOpen	pos	572049	chr12:54207000-54208000	1	1	23514.6
scOpen	pos	572050	chr12:54208000-54209000	0	0	0
scOpen	pos	572056	chr12:54214000-54215000	1	1	45909
scOpen	pos	572057	chr12:54215000-54216000	1	1	21311.5
scOpen	pos	572058	chr12:54216000-54217000	1	1	15811.7
scOpen	pos	572059	chr12:54217000-54218000	1	1	38463.5
scOpen	pos	572062	chr12:54220000-54221000	1	1	40356.9
scOpen	pos	572093	chr12:54251000-54252000	0	1	0
scOpen	pos	572178	chr12:54336000-54337000	1	1	29369.5
scOpen	pos	572202	chr12:54360000-54361000	1	1	31402.2
scOpen	pos	572203	chr12:54361000-54362000	1	1	31917.1
scOpen	pos	572212	chr12:54370000-54371000	1	1	58798.1
scOpen	pos	572221	chr12:54379000-54380000	1	1	61294.3
scOpen	pos	572241	chr12:54399000-54400000	1	1	12022.3
scOpen	pos	572246	chr12:54404000-54405000	1	1	32992.3
scOpen	pos	572369	chr12:54527000-54528000	0	1	0
scOpen	pos	572421	chr12:54579000-54580000	1	1	41600.5
scOpen	pos	572422	chr12:54580000-54581000	0	0	0
scOpen	pos	572445	chr12:54603000-54604000	1	1	12160.4
scOpen	pos	572500	chr12:54658000-54659000	0	1	0
scOpen	pos	572501	chr12:54659000-54660000	0	0	0
scOpen	pos	572532	chr12:54690000-54691000	0	0	0
scOpen	pos	572910	chr12:55068000-55069000	0	0	0
scOpen	pos	572915	chr12:55073000-55074000	1	1	16450.6
scOpen	pos	573488	chr12:55646000-55647000	1	1	35166.2
scOpen	pos	573498	chr12:55656000-55657000	1	1	22451.3
scOpen	pos	573566	chr12:55724000-55725000	1	1	33184.6
scOpen	pos	573579	chr12:55737000-55738000	1	1	22730.6
scOpen	pos	573782	chr12:55940000-55941000	1	1	42954.9
scOpen	pos	573838	chr12:55996000-55997000	1	1	10262.4
scOpen	pos	573871	chr12:56029000-56030000	1	1	14032.4
scOpen	pos	573872	chr12:56030000-56031000	0	1	0
scOpen	pos	573968	chr12:56126000-56127000	1	1	58396.2
scOpen	pos	574031	chr12:56189000-56190000	1	1	61821.1
scOpen	pos	574048	chr12:56206000-56207000	1	1	39772.8
scOpen	pos	574066	chr12:56224000-56225000	1	1	46226.2
scOpen	pos	574108	chr12:56266000-56267000	1	1	34733.2
scOpen	pos	574144	chr12:56302000-56303000	1	1	27993.1
scOpen	pos	574306	chr12:56464000-56465000	1	1	22464.1
scOpen	pos	574436	chr12:56594000-56595000	0	0	0
scOpen	pos	574605	chr12:56763000-56764000	1	1	13416.4
scOpen	pos	574829	chr12:56987000-56988000	1	1	25779.4
scOpen	pos	574843	chr12:57001000-57002000	0	1	0
scOpen	pos	574911	chr12:57069000-57070000	1	1	11462.1
scOpen	pos	574935	chr12:57093000-57094000	1	1	22226.2
scOpen	pos	575015	chr12:57173000-57174000	0	0	0
scOpen	pos	575017	chr12:57175000-57176000	1	1	11317.4
scOpen	pos	575018	chr12:57176000-57177000	0	0	0
scOpen	pos	575025	chr12:57183000-57184000	0	0	0
scOpen	pos	575055	chr12:57213000-57214000	1	1	19159.4
scOpen	pos	575056	chr12:57214000-57215000	1	1	64036.1
scOpen	pos	575081	chr12:57239000-57240000	1	1	52414.4
scOpen	pos	575085	chr12:57243000-57244000	1	1	38980
scOpen	pos	575149	chr12:57307000-57308000	1	1	35130.2
scOpen	pos	575150	chr12:57308000-57309000	1	1	11360.2
scOpen	pos	575294	chr12:57452000-57453000	1	1	110610
scOpen	pos	575295	chr12:57453000-57454000	1	1	30721.8
scOpen	pos	575301	chr12:57459000-57460000	1	1	70674.2
scOpen	pos	575304	chr12:57462000-57463000	1	1	16029.2
scOpen	pos	575425	chr12:57583000-57584000	1	1	39713.8
scOpen	pos	575568	chr12:57726000-57727000	1	1	12897.6
scOpen	pos	575598	chr12:57756000-57757000	1	1	20703.4
scOpen	pos	575599	chr12:57757000-57758000	0	1	0
scOpen	pos	575673	chr12:57831000-57832000	0	1	0
scOpen	pos	575747	chr12:57905000-57906000	1	1	13382.7
scOpen	pos	576382	chr12:58540000-58541000	0	1	0
scOpen	pos	576646	chr12:58804000-58805000	0	1	0
scOpen	pos	576647	chr12:58805000-58806000	0	1	0
scOpen	pos	576955	chr12:59113000-59114000	0	1	0
scOpen	pos	576956	chr12:59114000-59115000	0	0	0
scOpen	pos	576992	chr12:59150000-59151000	0	1	0
scOpen	pos	577245	chr12:59403000-59404000	0	1	0
scOpen	pos	579848	chr12:62006000-62007000	0	1	0
scOpen	pos	579965	chr12:62123000-62124000	0	1	0
scOpen	pos	580052	chr12:62210000-62211000	0	1	0
scOpen	pos	580641	chr12:62799000-62800000	0	1	0
scOpen	pos	580655	chr12:62813000-62814000	1	1	10369.5
scOpen	pos	580994	chr12:63152000-63153000	1	1	15692.5
scOpen	pos	581118	chr12:63276000-63277000	0	1	0
scOpen	pos	581119	chr12:63277000-63278000	1	1	17621.2
scOpen	pos	581685	chr12:63843000-63844000	1	1	37337.7
scOpen	pos	581686	chr12:63844000-63845000	1	1	32673.7
scOpen	pos	582644	chr12:64802000-64803000	1	1	18513.4
scOpen	pos	582963	chr12:65121000-65122000	1	1	14148.7
scOpen	pos	583398	chr12:65556000-65557000	1	1	31572.3
scOpen	pos	583399	chr12:65557000-65558000	0	0	0
scOpen	pos	583825	chr12:65983000-65984000	1	1	12769.4
scOpen	pos	583949	chr12:66107000-66108000	0	1	0
scOpen	pos	584011	chr12:66169000-66170000	1	1	24938
scOpen	pos	584012	chr12:66170000-66171000	1	1	17551.7
scOpen	pos	584703	chr12:66861000-66862000	1	1	18936.2
scOpen	pos	585955	chr12:68113000-68114000	0	1	0
scOpen	pos	586912	chr12:69070000-69071000	1	1	24640.5
scOpen	pos	586999	chr12:69157000-69158000	1	1	10707.9
scOpen	pos	587133	chr12:69291000-69292000	0	0	0
scOpen	pos	587257	chr12:69415000-69416000	1	1	10978.9
scOpen	pos	587258	chr12:69416000-69417000	0	0	0
scOpen	pos	587481	chr12:69639000-69640000	0	1	0
scOpen	pos	587721	chr12:69879000-69880000	1	1	35518.1
scOpen	pos	588432	chr12:70590000-70591000	0	1	0
scOpen	pos	588561	chr12:70719000-70720000	0	1	0
scOpen	pos	588562	chr12:70720000-70721000	0	0	0
scOpen	pos	589234	chr12:71392000-71393000	1	1	21736.2
scOpen	pos	589257	chr12:71415000-71416000	1	1	28835.5
scOpen	pos	589478	chr12:71636000-71637000	0	1	0
scOpen	pos	589622	chr12:71780000-71781000	0	1	0
scOpen	pos	589859	chr12:72017000-72018000	0	1	0
scOpen	pos	591863	chr12:74021000-74022000	0	1	0
scOpen	pos	591864	chr12:74022000-74023000	0	0	0
scOpen	pos	593176	chr12:75334000-75335000	0	1	0
scOpen	pos	593232	chr12:75390000-75391000	1	1	24245.3
scOpen	pos	593233	chr12:75391000-75392000	1	1	6603.08
scOpen	pos	593873	chr12:76031000-76032000	1	1	23642.9
scOpen	pos	594463	chr12:76621000-76622000	1	1	26075.6
scOpen	pos	594662	chr12:76820000-76821000	0	1	0
scOpen	pos	594663	chr12:76821000-76822000	0	1	0
scOpen	pos	594852	chr12:77010000-77011000	1	1	19450.8
scOpen	pos	594853	chr12:77011000-77012000	0	1	0
scOpen	pos	595527	chr12:77685000-77686000	0	1	0
scOpen	pos	596426	chr12:78584000-78585000	0	1	0
scOpen	pos	596427	chr12:78585000-78586000	0	1	0
scOpen	pos	597186	chr12:79344000-79345000	0	1	0
scOpen	pos	597187	chr12:79345000-79346000	1	1	20397.2
scOpen	pos	597215	chr12:79373000-79374000	0	1	0
scOpen	pos	597216	chr12:79374000-79375000	1	1	14062.2
scOpen	pos	598679	chr12:80837000-80838000	0	0	0
scOpen	pos	598970	chr12:81128000-81129000	0	1	0
scOpen	pos	598971	chr12:81129000-81130000	0	1	0
scOpen	pos	599293	chr12:81451000-81452000	1	1	20986.3
scOpen	pos	600200	chr12:82358000-82359000	1	1	68390.4
scOpen	pos	600359	chr12:82517000-82518000	0	1	0
scOpen	pos	600369	chr12:82527000-82528000	1	1	10960.2
scOpen	pos	601668	chr12:83826000-83827000	1	1	35930.2
scOpen	pos	602350	chr12:84508000-84509000	0	0	0
scOpen	pos	603310	chr12:85468000-85469000	1	1	10968.2
scOpen	pos	603311	chr12:85469000-85470000	1	1	25272.7
scOpen	pos	603709	chr12:85867000-85868000	0	1	0
scOpen	pos	603714	chr12:85872000-85873000	0	1	0
scOpen	pos	607385	chr12:89543000-89544000	0	0	0
scOpen	pos	609224	chr12:91382000-91383000	1	1	14057.3
scOpen	pos	610250	chr12:92408000-92409000	0	0	0
scOpen	pos	610450	chr12:92608000-92609000	1	1	14665.9
scOpen	pos	610669	chr12:92827000-92828000	0	1	0
scOpen	pos	610670	chr12:92828000-92829000	1	1	10534.5
scOpen	pos	611976	chr12:94134000-94135000	0	1	0
scOpen	pos	612374	chr12:94532000-94533000	0	1	0
scOpen	pos	612375	chr12:94533000-94534000	0	0	0
scOpen	pos	612553	chr12:94711000-94712000	1	1	15879
scOpen	pos	612606	chr12:94764000-94765000	1	1	34652.4
scOpen	pos	613465	chr12:95623000-95624000	0	0	0
scOpen	pos	613466	chr12:95624000-95625000	0	1	0
scOpen	pos	614057	chr12:96215000-96216000	0	0	0
scOpen	pos	614827	chr12:96985000-96986000	1	1	22519.1
scOpen	pos	614990	chr12:97148000-97149000	0	1	0
scOpen	pos	614991	chr12:97149000-97150000	0	0	0
scOpen	pos	615246	chr12:97404000-97405000	0	1	0
scOpen	pos	615803	chr12:97961000-97962000	0	1	0
scOpen	pos	616332	chr12:98490000-98491000	1	1	27081.6
scOpen	pos	616333	chr12:98491000-98492000	1	1	32331.5
scOpen	pos	616414	chr12:98572000-98573000	1	1	11959.2
scOpen	pos	616585	chr12:98743000-98744000	0	1	0
scOpen	pos	616885	chr12:99043000-99044000	0	1	0
scOpen	pos	617996	chr12:100154000-100155000	1	1	14883.7
scOpen	pos	617997	chr12:100155000-100156000	1	1	45243.7
scOpen	pos	618396	chr12:100554000-100555000	0	0	0
scOpen	pos	618575	chr12:100733000-100734000	1	1	11067.8
scOpen	pos	618576	chr12:100734000-100735000	0	1	0
scOpen	pos	618669	chr12:100827000-100828000	0	1	0
scOpen	pos	618670	chr12:100828000-100829000	0	1	0
scOpen	pos	619332	chr12:101490000-101491000	1	1	8312.55
