peak	degree	kcore	n_cliques	n_modules	types	genes	states
chr14:23482807-23482967	1	1	0	0	distal	.	.
chr14:23551323-23551842	1	1	0	0	distal	.	.
chr14:23555855-23556391	1	1	0	0	proximal	THTPA,ZFHX2	.
chr14:23567752-23567983	2	2	1	1	proximal	AP1G2	.
chr14:23631771-23632167	2	1	0	0	distal	.	.
chr14:23926739-23926924	2	1	0	0	distal	.	.
chr14:23953912-23954262	2	1	0	0	proximal	DHRS4	.
chr14:24006945-24007340	1	1	0	0	proximal	ENSG00000286931	.
chr14:24113959-24115381	1	1	0	0	proximal	DCAF11,NRL	.
chr14:24135721-24136228	2	1	0	0	proximal	PSME1	.
chr14:24141199-24141727	1	1	0	0	proximal	EMC9	.
chr14:24195274-24195855	1	1	0	0	proximal	ENSG00000288820,TM9SF1	.
chr14:24213301-24213751	1	1	0	0	proximal	CHMP4A,ENSG00000254692	.
chr14:24215968-24216211	2	2	1	1	proximal	ENSG00000260669,MDP1	.
chr14:24232285-24232954	2	2	1	1	proximal	GMPR2,NEDD8,NEDD8-MDP1	.
chr14:24242924-24243227	4	2	2	2	proximal	ENSG00000289979,TINF2	.
chr14:24271406-24271917	1	1	0	0	proximal	ENSG00000286825,ENSG00000288044,RABGGTA	.
chr14:24346649-24346799	2	2	1	1	distal	.	.
chr14:24367070-24367786	1	1	0	0	distal	.	.
chr14:24442044-24443039	1	1	0	0	proximal	ENSG00000258744,SDR39U1	.
chr14:24679034-24679200	1	1	0	0	distal	.	.
chr14:30002648-30002798	1	1	0	0	distal	.	.
chr14:30355436-30355586	1	1	0	0	distal	.	.
chr14:30558952-30559242	1	1	0	0	proximal	G2E3	.
chr14:30559305-30559567	1	1	0	0	proximal	G2E3	.
chr14:30656256-30656458	1	1	0	0	distal	.	.
chr14:30690496-30690905	5	1	0	0	distal	.	.
chr14:30711793-30711943	2	1	0	0	distal	.	.
chr14:31137379-31137564	1	1	0	0	distal	.	.
chr14:31207459-31208197	1	1	0	0	proximal	HECTD1	.
chr14:31369749-31369899	1	1	0	0	distal	.	.
chr14:31420341-31421030	1	1	0	0	proximal	HEATR5A,HEATR5A-DT	.
chr14:31457065-31457235	1	1	0	0	proximal	DTD2,ENSG00000203546	.
chr14:31622846-31622996	1	1	0	0	distal	.	.
chr14:32203443-32203650	1	1	0	0	distal	.	.
chr14:32722476-32722795	1	1	0	0	distal	.	.
chr14:33602441-33602595	1	1	0	0	distal	.	.
chr14:34181340-34181598	1	1	0	0	distal	.	.
chr14:34331787-34332045	1	1	0	0	distal	.	.
chr14:34505972-34506241	1	1	0	0	distal	.	.
chr14:34539270-34540129	2	1	0	0	proximal	EAPP	.
chr14:34700182-34700691	1	1	0	0	distal	.	.
chr14:34723003-34723166	1	1	0	0	distal	.	.
chr14:34873377-34874207	1	1	0	0	proximal	BAZ1A-AS1	.
chr14:34982308-34982755	1	1	0	0	proximal	SRP54	.
chr14:35045996-35046968	1	1	0	0	distal	.	.
chr14:35121764-35122326	1	1	0	0	proximal	ENSG00000258790,PPP2R3C,PRORP	.
chr14:35252568-35252718	3	1	0	0	distal	.	.
chr14:35343850-35344000	1	1	0	0	distal	.	.
chr14:35404504-35404888	1	1	0	0	proximal	NFKBIA	.
chr14:35533646-35534150	2	1	0	0	proximal	INSM2	.
chr14:35558726-35558886	1	1	0	0	distal	.	.
chr14:36012852-36013251	1	1	0	0	distal	.	.
chr14:36373927-36374324	2	1	0	0	distal	.	.
chr14:36520181-36520426	1	1	0	0	proximal	NKX2-1,SFTA3	.
chr14:36520619-36520886	1	1	0	0	proximal	NKX2-1,SFTA3	.
chr14:36661675-36661947	1	1	0	0	distal	.	.
chr14:36971402-36971552	1	1	0	0	distal	.	.
chr14:37063313-37063694	1	1	0	0	distal	.	.
chr14:38864946-38865104	1	1	0	0	distal	.	.
chr14:39114124-39114721	1	1	0	0	proximal	GEMIN2	.
chr14:39339105-39339335	1	1	0	0	distal	.	.
chr14:39367186-39367365	1	1	0	0	distal	.	.
chr14:45083872-45084453	1	1	0	0	proximal	PRPF39,PRPF39-DT	.
chr14:45551075-45551968	1	1	0	0	distal	.	.
chr14:48201906-48202056	1	1	0	0	distal	.	.
chr14:48809374-48809785	1	1	0	0	distal	.	.
chr14:49309595-49309881	1	1	0	0	distal	.	.
chr14:49599080-49599353	1	1	0	0	proximal	LRR1,RPS29	.
chr14:49693136-49693335	1	1	0	0	proximal	KLHDC1	.
chr14:49852963-49853141	1	1	0	0	proximal	NEMF	.
chr14:49862775-49863099	1	1	0	0	proximal	ENSG00000278002	.
chr14:49879689-49880020	1	1	0	0	distal	.	.
chr14:49970879-49971029	1	1	0	0	distal	.	.
chr14:49971993-49972159	1	1	0	0	distal	.	.
chr14:49994440-49994606	2	1	0	0	distal	.	.
chr14:50000204-50000400	1	1	0	0	distal	.	.
chr14:50096540-50096690	1	1	0	0	distal	.	.
chr14:50184888-50185048	1	1	0	0	distal	.	.
chr14:50231382-50232099	1	1	0	0	proximal	SOS2	.
chr14:50321064-50321534	1	1	0	0	distal	.	.
chr14:50326779-50326929	1	1	0	0	distal	.	.
chr14:50506907-50507105	1	1	0	0	distal	.	.
chr14:50532329-50533067	1	1	0	0	proximal	ATL1	.
chr14:50560709-50560910	1	1	0	0	proximal	MAP4K5	.
chr14:50943339-50943747	1	1	0	0	proximal	PYGL	.
chr14:51546711-51546869	1	1	0	0	distal	.	.
chr14:51547197-51547387	1	1	0	0	distal	.	.
chr14:52068803-52069795	1	1	0	0	proximal	NID2	.
chr14:52131798-52131995	1	1	0	0	distal	.	.
chr14:52133269-52133498	1	1	0	0	distal	.	.
chr14:52314411-52314561	1	1	0	0	proximal	ENSG00000289424,PTGER2	.
chr14:52471083-52471233	1	1	0	0	distal	.	.
chr14:52547172-52547330	1	1	0	0	distal	.	.
chr14:52594314-52594465	2	2	1	1	distal	.	.
chr14:52641188-52641554	1	1	0	0	proximal	ENSG00000258757	.
chr14:52695440-52696003	2	1	0	0	proximal	ERO1A	.
chr14:52707520-52707798	2	1	0	0	proximal	PSMC6	.
chr14:52729866-52730533	1	1	0	0	proximal	STYX	.
chr14:52791163-52792147	3	2	1	1	proximal	ENSG00000285664,GNPNAT1	.
chr14:52792214-52792388	2	2	1	1	proximal	ENSG00000285664,GNPNAT1	.
chr14:52835581-52835779	1	1	0	0	distal	.	.
chr14:53117240-53117390	1	1	0	0	distal	.	.
chr14:53152144-53152618	1	1	0	0	proximal	DDHD1,DDHD1-DT	.
chr14:53153261-53153448	1	1	0	0	proximal	DDHD1,DDHD1-DT	.
chr14:53306272-53306422	1	1	0	0	distal	.	.
chr14:54397778-54398062	1	1	0	0	distal	.	.
chr14:54462208-54462358	1	1	0	0	distal	.	.
chr14:54805893-54806096	1	1	0	0	distal	.	.
chr14:54826914-54827219	2	2	1	1	distal	.	.
chr14:54835902-54836052	1	1	0	0	distal	.	.
chr14:54870316-54871001	1	1	0	0	distal	.	.
chr14:54902318-54902982	2	1	0	0	proximal	GCH1	.
chr14:54903114-54903470	1	1	0	0	proximal	GCH1	.
chr14:55015289-55015597	2	2	1	1	distal	.	.
chr14:55021504-55021759	1	1	0	0	distal	.	.
chr14:55051045-55052188	1	1	0	0	proximal	MAPK1IP1L	.
chr14:55107934-55108574	1	1	0	0	distal	.	.
chr14:55191162-55192111	1	1	0	0	proximal	DLGAP5	.
chr14:55340308-55340458	1	1	0	0	proximal	ENSG00000258455	.
chr14:55392194-55392406	1	1	0	0	distal	.	.
chr14:55411703-55411982	2	2	1	1	proximal	ATG14	.
chr14:55597933-55598107	1	1	0	0	distal	.	.
chr14:55866023-55866176	1	1	0	0	distal	.	.
chr14:55902350-55902541	1	1	0	0	distal	.	.
chr14:56118050-56118615	1	1	0	0	proximal	ENSG00000277763,PELI2	.
chr14:56148426-56148777	1	1	0	0	distal	.	.
chr14:56911937-56912099	1	1	0	0	distal	.	.
chr14:58151768-58151967	1	1	0	0	distal	.	.
chr14:58171032-58171346	2	2	1	1	distal	.	.
chr14:58199761-58200425	1	1	0	0	proximal	ACTR10	.
chr14:58224843-58225011	2	2	1	1	distal	.	.
chr14:58245009-58245174	1	1	0	0	proximal	PSMA3	.
chr14:58297782-58297987	3	2	1	1	proximal	ARID4A,ARMH4,PSMA3-AS1	.
chr14:58349679-58349829	2	1	0	0	distal	.	.
chr14:58349907-58350081	1	1	0	0	distal	.	.
chr14:58362488-58362666	1	1	0	0	distal	.	.
chr14:58377684-58377834	2	1	0	0	distal	.	.
chr14:58619289-58619579	1	1	0	0	distal	.	.
chr14:58872321-58872471	1	1	0	0	distal	.	.
chr14:58878978-58879128	1	1	0	0	distal	.	.
chr14:58939446-58939596	1	1	0	0	distal	.	.
chr14:59188187-59188963	1	1	0	0	proximal	DAAM1	.
chr14:59454563-59454756	1	1	0	0	distal	.	.
chr14:59483825-59484826	1	1	0	0	proximal	JKAMP,L3HYPDH	.
chr14:59919884-59920239	2	1	0	0	proximal	ENSG00000261120,LRRC9	.
chr14:60248370-60249680	1	1	0	0	proximal	ENSG00000254718	.
chr14:60249762-60250210	1	1	0	0	distal	.	.
chr14:60722874-60723038	1	1	0	0	distal	.	.
chr14:61261858-61262008	1	1	0	0	distal	.	.
chr14:61615149-61615341	1	1	0	0	distal	.	.
chr14:61761943-61762837	2	1	0	0	proximal	SNAPC1	.
chr14:61859182-61859380	2	1	0	0	distal	.	.
chr14:63543058-63543857	2	1	0	0	proximal	ENSG00000261242,PPP2R5E	.
chr14:64147194-64147354	1	1	0	0	distal	.	.
chr14:64164534-64164684	1	1	0	0	distal	.	.
chr14:64183794-64183944	1	1	0	0	distal	.	.
chr14:64337914-64339297	1	1	0	0	proximal	ENSG00000214770,ESR2	.
chr14:64636693-64636912	1	1	0	0	distal	.	.
chr14:64720385-64720535	1	1	0	0	distal	.	.
chr14:64762299-64762449	1	1	0	0	distal	.	.
chr14:64812303-64812612	1	1	0	0	distal	.	.
chr14:65026146-65026296	1	1	0	0	distal	.	.
chr14:65102416-65103292	1	1	0	0	proximal	MAX	.
chr14:66507805-66508710	1	1	0	0	proximal	GPHN	.
chr14:67146143-67146293	1	1	0	0	distal	.	.
chr14:67674510-67674715	1	1	0	0	proximal	VTI1B	.
chr14:68089383-68089587	1	1	0	0	distal	.	.
chr14:68191816-68192079	1	1	0	0	distal	.	.
chr14:68292533-68292753	1	1	0	0	distal	.	.
chr14:68364957-68365231	1	1	0	0	distal	.	.
chr14:68548171-68548594	1	1	0	0	distal	.	.
chr14:68631874-68632024	1	1	0	0	distal	.	.
chr14:68896240-68896397	1	1	0	0	distal	.	.
chr14:68939904-68940258	1	1	0	0	distal	.	.
chr14:68978706-68978856	3	1	0	0	proximal	ACTN1,ACTN1-DT	.
chr14:69152602-69152839	2	1	0	0	proximal	DCAF5	.
chr14:69191382-69191643	1	1	0	0	proximal	EXD2	.
chr14:69261175-69261325	1	1	0	0	proximal	ENSG00000258520	.
chr14:69398535-69398731	1	1	0	0	proximal	ERH,SLC39A9	.
chr14:69409406-69409670	1	1	0	0	distal	.	.
chr14:70977704-70977854	1	1	0	0	distal	.	.
chr14:71320226-71320674	1	1	0	0	proximal	SIPA1L1	.
chr14:72232898-72233092	1	1	0	0	distal	.	.
chr14:72688039-72688189	1	1	0	0	distal	.	.
chr14:72908045-72908195	1	1	0	0	distal	.	.
chr14:72925940-72927161	1	1	0	0	proximal	DCAF4	.
chr14:73058236-73058952	1	1	0	0	proximal	RBM25,RBM25-AS1	.
chr14:73163733-73164043	2	1	0	0	distal	.	.
chr14:73221795-73221945	1	1	0	0	distal	.	.
chr14:73457870-73458424	1	1	0	0	proximal	NUMB	.
chr14:73458497-73458938	1	1	0	0	proximal	NUMB	.
chr14:73504516-73504790	1	1	0	0	distal	.	.
chr14:73569227-73569956	2	1	0	0	distal	.	.
chr14:73612809-73613293	1	1	0	0	distal	.	.
chr14:73728840-73729002	1	1	0	0	distal	.	.
chr14:73759954-73760389	2	1	0	0	distal	.	.
chr14:73785588-73785834	1	1	0	0	distal	.	.
chr14:73829748-73829898	1	1	0	0	proximal	LINC02274	.
chr14:73852803-73853059	1	1	0	0	proximal	ENSG00000258653	.
chr14:73885583-73885733	4	2	1	1	proximal	ENSG00000273711,ZNF410	.
chr14:73949764-73950737	1	1	0	0	proximal	COQ6,FAM161B	.
chr14:74140413-74140645	2	2	1	1	distal	.	.
chr14:74251573-74251831	1	1	0	0	distal	.	.
chr14:74276557-74276793	3	2	1	1	distal	.	.
chr14:74302626-74303482	1	1	0	0	proximal	ABCD4,VRTN	.
chr14:74377477-74377692	1	1	0	0	distal	.	.
chr14:74377845-74378014	1	1	0	0	distal	.	.
chr14:74414453-74414633	1	1	0	0	distal	.	.
chr14:74426031-74426195	1	1	0	0	proximal	SYNDIG1L	.
chr14:74459634-74459866	1	1	0	0	distal	.	.
chr14:74647841-74648147	1	1	0	0	distal	.	.
chr14:74712893-74713235	3	1	0	0	proximal	AREL1,FCF1	.
chr14:74718749-74718999	1	1	0	0	distal	.	.
chr14:74763053-74763695	1	1	0	0	proximal	YLPM1	.
chr14:74881705-74882284	2	1	0	0	proximal	DLST	.
chr14:74954283-74954552	1	1	0	0	distal	.	.
chr14:75069192-75069660	1	1	0	0	proximal	ACYP1	.
chr14:75126882-75127249	3	1	0	0	proximal	ENSG00000259138,NEK9	.
chr14:75176470-75176699	1	1	0	0	proximal	ENSG00000273565,TMED10	.
chr14:75176768-75177052	1	1	0	0	proximal	ENSG00000273565,TMED10	.
chr14:75197904-75198054	1	1	0	0	distal	.	.
chr14:75258922-75259365	2	1	0	0	proximal	ENSG00000258820,ENSG00000289340	.
chr14:75278361-75279111	1	1	0	0	proximal	FOS	.
chr14:75293999-75294455	1	1	0	0	proximal	LINC01220	.
chr14:75295212-75295387	2	1	0	0	proximal	LINC01220	.
chr14:75307816-75308018	1	1	0	0	distal	.	.
chr14:75354501-75354651	1	1	0	0	distal	.	.
chr14:75512369-75512519	1	1	0	0	distal	.	.
chr14:75533440-75533640	1	1	0	0	distal	.	.
chr14:75555763-75555983	1	1	0	0	distal	.	.
chr14:75577849-75578002	3	1	0	0	proximal	FLVCR2	.
chr14:75654229-75654449	1	1	0	0	distal	.	.
chr14:75660822-75661748	2	1	0	0	proximal	ERG28	.
chr14:76254569-76254719	1	1	0	0	distal	.	.
chr14:76310104-76310254	1	1	0	0	proximal	ENSG00000258402,ESRRB	.
chr14:76375964-76376400	1	1	0	0	distal	.	.
chr14:76761294-76761794	1	1	0	0	proximal	VASH1,VASH1-DT	.
chr14:76784864-76785049	1	1	0	0	distal	.	.
chr14:76956221-76956865	1	1	0	0	distal	.	.
chr14:76961851-76962093	1	1	0	0	distal	.	.
chr14:77033959-77034197	1	1	0	0	distal	.	.
chr14:77070166-77070316	1	1	0	0	distal	.	.
chr14:77097676-77098418	2	1	0	0	proximal	CIPC,ENSG00000259164	.
chr14:77109040-77109211	1	1	0	0	distal	.	.
chr14:77141107-77141397	1	1	0	0	proximal	ENSG00000269883	.
chr14:77181503-77181831	2	1	0	0	distal	.	.
chr14:77226044-77226208	2	1	0	0	distal	.	.
chr14:77320357-77320697	2	1	0	0	proximal	GSTZ1,POMT2	.
chr14:77321180-77321482	1	1	0	0	proximal	GSTZ1,POMT2	.
chr14:77376449-77376680	1	1	0	0	proximal	SAMD15,TMED8	.
chr14:77388316-77388469	1	1	0	0	distal	.	.
chr14:77457918-77458436	1	1	0	0	proximal	AHSA1,VIPAS39	.
chr14:77616577-77617157	1	1	0	0	proximal	SPTLC2	.
chr14:81170333-81170680	2	1	0	0	proximal	ENSG00000284959,ENSG00000286686	.
chr14:81219307-81219600	1	1	0	0	distal	.	.
chr14:81269474-81269650	1	1	0	0	distal	.	.
chr14:81278002-81278152	1	1	0	0	distal	.	.
chr14:81436487-81436664	2	1	0	0	proximal	STON2	.
chr14:81533600-81534266	1	1	0	0	proximal	SEL1L	.
chr14:88335109-88335308	1	1	0	0	distal	.	.
chr14:88551470-88552066	1	1	0	0	proximal	ENSG00000258789	.
chr14:88578841-88578991	1	1	0	0	distal	.	.
chr14:89013136-89013286	1	1	0	0	proximal	ENSG00000283627	.
chr14:89417107-89417465	1	1	0	0	proximal	FOXN3-AS1	.
chr14:89484604-89484754	1	1	0	0	distal	.	.
chr14:89619154-89619304	1	1	0	0	proximal	FOXN3	.
chr14:89701712-89702092	1	1	0	0	distal	.	.
chr14:89954519-89955059	3	1	0	0	proximal	EFCAB11,ENSG00000259053,TDP1	.
chr14:89987405-89987555	1	1	0	0	distal	.	.
chr14:90060995-90061160	1	1	0	0	proximal	KCNK13	.
chr14:90331614-90332212	2	1	0	0	proximal	NRDE2	.
chr14:90383113-90383557	1	1	0	0	proximal	LINC02960	.
chr14:90396537-90397179	1	1	0	0	proximal	CALM1	.
chr14:90397886-90398570	1	1	0	0	distal	.	.
chr14:90455049-90455231	1	1	0	0	proximal	LINC02317	.
chr14:90455422-90455900	1	1	0	0	proximal	LINC02317	.
chr14:90758205-90758711	1	1	0	0	proximal	ENSG00000287663	.
chr14:90828118-90828409	2	1	0	0	proximal	LINC02321	.
chr14:91173220-91173382	1	1	0	0	distal	.	.
chr14:91303206-91303624	1	1	0	0	distal	.	.
chr14:91510205-91510684	1	1	0	0	proximal	PPP4R3A	.
chr14:92039458-92040265	1	1	0	0	distal	.	.
chr14:92221920-92222075	1	1	0	0	distal	.	.
chr14:92322969-92323149	1	1	0	0	proximal	SLC24A4	.
chr14:92686588-92687192	1	1	0	0	distal	.	.
chr14:94770113-94770577	1	1	0	0	proximal	ENSG00000285205,GSC	.
chr14:95236293-95236448	1	1	0	0	distal	.	.
chr14:95364295-95364482	2	1	0	0	distal	.	.
chr14:95516497-95516824	1	1	0	0	proximal	ENSG00000258572,SYNE3	.
chr14:95534506-95535111	1	1	0	0	proximal	SNHG10	.
chr14:96852910-96853113	1	1	0	0	distal	.	.
chr14:96888589-96889128	1	1	0	0	distal	.	.
chr14:98915589-98915739	1	1	0	0	distal	.	.
chr14:98921543-98921693	1	1	0	0	distal	.	.
chr14:99145683-99145833	1	1	0	0	distal	.	.
chr14:99413542-99413989	3	1	0	0	distal	.	.
chr14:99446852-99447002	1	1	0	0	distal	.	.
chr14:99551990-99552218	2	1	0	0	distal	.	.
chr14:99730545-99730837	1	1	0	0	distal	.	.
chr14:99971025-99971877	3	1	0	0	proximal	EVL	.
chr14:99982551-99982701	2	1	0	0	distal	.	.
chr15:100041530-100041858	1	1	0	0	distal	.	.
chr15:100341731-100342352	1	1	0	0	proximal	ADAMTS17	.
chr15:100371706-100371856	1	1	0	0	distal	.	.
chr15:100627866-100628016	2	1	0	0	distal	.	.
chr15:100729754-100729904	1	1	0	0	distal	.	.
chr15:100873202-100873374	1	1	0	0	distal	.	.
chr15:101007023-101007223	2	1	0	0	distal	.	.
chr15:101008405-101008607	1	1	0	0	distal	.	.
chr15:101244968-101245146	1	1	0	0	distal	.	.
chr15:101251693-101252414	1	1	0	0	proximal	CHSY1	.
chr15:101276999-101277895	1	1	0	0	proximal	SELENOS	.
chr15:101295053-101295665	2	1	0	0	proximal	SNRPA1,SNRPA1-DT	.
chr15:101333979-101334422	1	1	0	0	proximal	PCSK6-AS1	.
chr15:101334865-101335089	2	1	0	0	proximal	PCSK6-AS1	.
chr15:101387079-101387281	1	1	0	0	distal	.	.
chr15:101479155-101479315	2	1	0	0	distal	.	.
chr15:101488133-101488358	2	1	0	0	distal	.	.
chr15:101496427-101496876	1	1	0	0	distal	.	.
chr15:101541967-101542326	1	1	0	0	distal	.	.
chr15:101542765-101542960	1	1	0	0	distal	.	.
chr15:101578347-101578797	2	1	0	0	distal	.	.
chr15:101659485-101659635	1	1	0	0	distal	.	.
chr15:101723878-101724716	2	1	0	0	proximal	TARS3	.
chr15:101754203-101754412	1	1	0	0	distal	.	.
chr15:101759563-101759759	1	1	0	0	distal	.	.
chr15:101773025-101773317	1	1	0	0	distal	.	.
chr15:101953699-101954168	1	1	0	0	proximal	FAM138E	.
chr15:101961493-101961658	1	1	0	0	proximal	ENSG00000259553,ENSG00000290823	.
chr15:101967482-101967819	1	1	0	0	distal	.	.
chr15:19776151-19776458	1	1	0	0	distal	.	.
chr15:19777567-19777865	1	1	0	0	distal	.	.
chr15:22757763-22758091	1	1	0	0	proximal	ENSG00000274253	.
chr15:22785892-22786742	1	1	0	0	distal	.	.
chr15:33915744-33916243	1	1	0	0	distal	.	.
chr15:34223868-34224040	1	1	0	0	distal	.	.
chr15:34224771-34225055	3	1	0	0	proximal	EMC4	.
chr15:34337476-34337771	1	1	0	0	proximal	SLC12A6	.
chr15:34337926-34338311	2	1	0	0	proximal	SLC12A6	.
chr15:34343023-34343307	2	1	0	0	proximal	NOP10,NUTM1	.
chr15:34418983-34419133	1	1	0	0	distal	.	.
chr15:34524239-34524408	1	1	0	0	distal	.	.
chr15:34588416-34588611	1	1	0	0	proximal	GOLGA8B	.
chr15:34969334-34970060	3	1	0	0	proximal	AQR	.
chr15:34987968-34988718	2	1	0	0	proximal	ZNF770	.
chr15:36590864-36591126	1	1	0	0	distal	.	.
chr15:37101361-37101817	1	1	0	0	proximal	ENSG00000288808,MEIS2	.
chr15:39782410-39783038	1	1	0	0	proximal	ENSG00000261136,FSIP1	.
chr15:40045141-40045376	1	1	0	0	distal	.	.
chr15:40069187-40069608	1	1	0	0	distal	.	.
chr15:40098846-40099272	1	1	0	0	distal	.	.
chr15:40104839-40105101	1	1	0	0	distal	.	.
chr15:40338160-40338310	2	1	0	0	distal	.	.
chr15:40367964-40368362	2	1	0	0	distal	.	.
chr15:40382778-40383269	2	1	0	0	proximal	KNSTRN	.
chr15:40405567-40405939	2	1	0	0	proximal	IVD	.
chr15:40421977-40422202	1	1	0	0	distal	.	.
chr15:40430548-40430730	1	1	0	0	distal	.	.
chr15:40440708-40441205	1	1	0	0	distal	.	.
chr15:40564949-40565303	1	1	0	0	proximal	CCDC32	.
chr15:40694966-40695507	1	1	0	0	proximal	RAD51,RAD51-AS1	.
chr15:40754507-40754803	4	1	0	0	distal	.	.
chr15:40763698-40764149	1	1	0	0	proximal	GCHFR	.
chr15:40807008-40807222	2	1	0	0	proximal	DNAJC17,ZFYVE19	.
chr15:40807392-40807791	1	1	0	0	proximal	DNAJC17,ZFYVE19	.
chr15:40847177-40847414	2	1	0	0	distal	.	.
chr15:40847479-40847651	1	1	0	0	distal	.	.
chr15:40859270-40859437	2	1	0	0	distal	.	.
chr15:40873757-40874297	1	1	0	0	proximal	ENSG00000274798,RHOV	.
chr15:40894128-40894547	2	1	0	0	proximal	VPS18	.
chr15:40894716-40895120	1	1	0	0	proximal	VPS18	.
chr15:40906445-40906641	1	1	0	0	proximal	ENSG00000251161	.
chr15:40929048-40929641	2	1	0	0	proximal	DLL4	.
chr15:40953229-40953471	1	1	0	0	proximal	CHAC1	.
chr15:40979259-40979409	1	1	0	0	distal	.	.
chr15:41030563-41030713	1	1	0	0	distal	.	.
chr15:41083307-41083457	1	1	0	0	distal	.	.
chr15:41116412-41116732	1	1	0	0	proximal	INO80	.
chr15:41143475-41143670	1	1	0	0	distal	.	.
chr15:41168990-41169178	3	1	0	0	distal	.	.
chr15:41230745-41231304	1	1	0	0	proximal	CHP1,EXD1	.
chr15:41283615-41284249	2	1	0	0	proximal	ENSG00000285920,OIP5-AS1	.
chr15:41332163-41333215	1	1	0	0	proximal	OIP5	.
chr15:41402082-41402263	1	1	0	0	distal	.	.
chr15:41402387-41402627	2	1	0	0	distal	.	.
chr15:41416634-41417221	1	1	0	0	distal	.	.
chr15:41493094-41493591	3	1	0	0	proximal	ITPKA	.
chr15:41544194-41544574	4	2	1	1	proximal	RPAP1	.
chr15:41559001-41559344	1	1	0	0	distal	.	.
chr15:41566575-41566725	2	1	0	0	distal	.	.
chr15:41578189-41578519	2	1	0	0	distal	.	.
chr15:41603894-41604080	2	1	0	0	distal	.	.
chr15:41621413-41621845	1	1	0	0	proximal	MGA	.
chr15:41652317-41652488	1	1	0	0	distal	.	.
chr15:41660271-41660746	1	1	0	0	distal	.	.
chr15:41697499-41697649	2	1	0	0	distal	.	.
chr15:41774087-41774853	3	1	0	0	proximal	MAPKBP1	.
chr15:41827901-41828282	1	1	0	0	proximal	ENSG00000250379,JMJD7,JMJD7-PLA2G4B	.
chr15:41971570-41971766	2	1	0	0	proximal	EHD4	.
chr15:42084466-42084647	1	1	0	0	distal	.	.
chr15:42092646-42092872	1	1	0	0	distal	.	.
chr15:42208179-42208507	2	2	1	1	proximal	VPS39,VPS39-DT	.
chr15:42273048-42273611	2	2	1	1	proximal	GANC,TMEM87A	.
chr15:42339627-42339777	1	1	0	0	distal	.	.
chr15:42392516-42392723	2	1	0	0	distal	.	.
chr15:42490928-42491106	1	1	0	0	proximal	SNAP23,ZNF106	.
chr15:42495973-42496175	1	1	0	0	distal	.	.
chr15:42548326-42548934	2	1	0	0	proximal	ENSG00000285942,HAUS2,LRRC57	.
chr15:42641619-42641828	1	1	0	0	distal	.	.
chr15:42852128-42852280	1	1	0	0	distal	.	.
chr15:42920750-42921319	1	1	0	0	proximal	TTBK2	.
chr15:43014753-43015057	1	1	0	0	distal	.	.
chr15:43105735-43105985	2	1	0	0	proximal	UBR1	.
chr15:43106095-43106282	2	1	0	0	proximal	UBR1	.
chr15:43123089-43123345	2	1	0	0	proximal	TMEM62	.
chr15:43133459-43134293	1	1	0	0	distal	.	.
chr15:43330424-43330894	1	1	0	0	proximal	ADAL,LCMT2	.
chr15:43510345-43511124	3	1	0	0	proximal	MAP1A,TP53BP1	.
chr15:43517530-43517972	1	1	0	0	distal	.	.
chr15:43776696-43777525	1	1	0	0	proximal	ELL3,SERF2	.
chr15:43791973-43792372	1	1	0	0	distal	.	.
chr15:43825000-43825215	1	1	0	0	proximal	MFAP1	.
chr15:44058695-44058845	1	1	0	0	distal	.	.
chr15:44066092-44066514	1	1	0	0	distal	.	.
chr15:44252444-44252598	2	1	0	0	distal	.	.
chr15:44595902-44596052	1	1	0	0	distal	.	.
chr15:44976930-44977080	1	1	0	0	distal	.	.
chr15:48810453-48811482	1	1	0	0	proximal	CEP152,ENSG00000259700	.
chr15:49229939-49230089	1	1	0	0	distal	.	.
chr15:50356472-50356673	1	1	0	0	distal	.	.
chr15:50908950-50909121	1	1	0	0	proximal	AP4E1,ENSG00000273674	.
chr15:52019021-52019285	1	1	0	0	proximal	MAPK6-DT	.
chr15:52618301-52618468	1	1	0	0	distal	.	.
chr15:55319118-55319377	1	1	0	0	proximal	PIGB,PIGBOS1,RAB27A	.
chr15:55397110-55397260	1	1	0	0	distal	.	.
chr15:55408280-55408719	1	1	0	0	proximal	CCPG1,PIERCE2	.
chr15:55498343-55498595	1	1	0	0	proximal	DNAAF4-CCPG1	.
chr15:55588339-55588798	1	1	0	0	proximal	ENSG00000285805,PYGO1	.
chr15:55741732-55741882	1	1	0	0	distal	.	.
chr15:55825132-55825282	1	1	0	0	distal	.	.
chr15:55993308-55993913	3	1	0	0	proximal	NEDD4	.
chr15:57505592-57505742	1	1	0	0	distal	.	.
chr15:57908232-57908382	1	1	0	0	distal	.	.
chr15:57951489-57951702	2	1	0	0	distal	.	.
chr15:57963501-57963658	1	1	0	0	distal	.	.
chr15:58332116-58332513	2	1	0	0	distal	.	.
chr15:58987952-58988206	1	1	0	0	distal	.	.
chr15:59104980-59105273	1	1	0	0	proximal	CCNB2	.
chr15:59313818-59314009	1	1	0	0	distal	.	.
chr15:59372395-59373072	2	1	0	0	proximal	FAM81A,MYO1E	.
chr15:59657068-59657832	1	1	0	0	proximal	GTF2A2	.
chr15:59688949-59689207	1	1	0	0	proximal	BNIP2,ENSG00000259238	.
chr15:59704276-59704761	1	1	0	0	distal	.	.
chr15:60398474-60398988	1	1	0	0	distal	.	.
